Sipm DAC Count,measurement
4000,2.09288709
3992,3.061227675
3984,4.270255802
3976,5.157445904
3968,6.130860411
3960,7.15440087
3952,8.062785476
3944,9.505134338
3936,10.19651065
3928,11.8707461
3920,12.7062714
3912,13.65779028
3904,14.12956905
3896,15.84822688
3888,16.3928227
3880,17.50255125
3872,19.07205583
3864,20.11533395
3856,21.2693281
3848,22.14214598
3840,23.49883793
3832,24.22531275
3824,24.96765169
3816,25.17453625
3808,26.97349266
3800,28.27644579
3792,29.00455162
3784,30.28510035
3776,30.90808195
3768,31.37352148
3760,33.85119362
3752,33.1553825
3744,36.81837955
3736,37.80729154
3728,38.45467817
3720,38.48783478
3712,41.16385516
3704,40.23958682
3696,42.34765792
3688,41.15858311
3680,43.35881945
3672,44.51536833
3664,47.37853783
3656,47.31547567
3648,47.84582967
3640,49.74144646
3632,49.89803621
3624,51.0333234
3616,50.16040535
3608,51.59728085
3600,52.4158337
3592,53.87539782
3584,55.38844329
3576,58.93838367
3568,56.34739041
3560,58.81448938
3552,61.83344268
3544,62.55039291
3536,63.7690052
3528,65.87233591
3520,64.8724031
3512,67.59797652
3504,66.0268757
3496,68.21722745
3488,69.01246828
3480,68.88408703
3472,68.08713391
3464,74.41092232
3456,75.32251607
3448,72.41333693
3440,74.47311056
3432,77.36828299
3424,79.79163475
3416,80.5799958
3408,76.02479696
3400,83.03584932
3392,79.99809024
3384,81.06229069
3376,83.55532585
3368,81.18441738
3360,84.93375426
3352,85.16917413
3344,87.2976635
3336,88.2746911
3328,89.79455977
3320,87.13496809
3312,88.44893321
3304,95.3109304
3296,96.68978891
3288,95.04338001
3280,93.74722156
3272,96.05686908
3264,97.69605637
3256,96.59110634
3248,103.8305072
3240,100.3418773
3232,100.8626737
3224,99.14949933
3216,105.9352715
3208,108.3352218
3200,105.1596234
3192,103.6105132
3184,106.4811838
3176,113.3392757
3168,114.1259276
3160,111.5264085
3152,108.1631028
3144,117.6912686
3136,115.4358966
3128,112.0415074
3120,112.4807909
3112,121.7009416
3104,114.7218495
3096,123.2529058
3088,124.4530514
3080,119.1405571
3072,119.4783178
3064,119.8078764
3056,123.0692744
3048,130.3107931
3040,130.5318331
3032,130.4736822
3024,125.666226
3016,125.3458222
3008,129.3392924
3000,129.8597564
2992,135.4841299
2984,139.0774842
2976,136.9073116
2968,141.7505555
2960,137.4922496
2952,140.4152565
2944,136.6044334
2936,135.9885964
2928,140.4372154
2920,143.5863265
2912,144.6031706
2904,139.7642675
2896,140.2633441
2888,151.2385188
2880,145.5788657
2872,152.0089624
2864,150.8974581
2856,151.5787662
2848,149.9575273
2840,151.044194
2832,155.306579
2824,150.3916904
2816,155.0683715
2808,151.4829013
2800,164.5297468
2792,157.2387976
2784,156.2434075
2776,165.6866565
2768,164.1897347
2760,157.0827594
2752,165.9051047
2744,169.5183709
2736,162.4319515
2728,161.4113462
2720,164.2266414
2712,165.5280147
2704,170.4676858
2696,173.9761578
2688,167.2011632
2680,169.2035749
2672,173.4121108
2664,177.7477988
2656,183.423321
2648,179.39188
2640,181.4022718
2632,175.5147301
2624,186.7144128
2616,185.2743234
2608,184.7603992
2600,185.9740029
2592,190.1418631
2584,190.4900196
2576,181.1069667
2568,194.4467586
2560,194.9638901
2552,189.0842512
